Freq(MHz),Loss
13869.6875,-13.69
13881.875,-13.66
13894.0625,-13.74
13906.25,-13.78
13918.4375,-13.86
13930.625,-13.98
13942.8125,-14.06
13955,-14.11
13967.1875,-14.12
13979.375,-14.1
13991.5625,-14.07
14003.75,-14.17
14015.9375,-14.14
14028.125,-14.11
14040.3125,-14.02
14052.5,-13.92
14064.6875,-13.84
14076.875,-13.79
14089.0625,-13.77
14101.25,-13.73
14113.4375,-13.71
14125.625,-13.73
14137.8125,-13.74
14150,-13.81
14162.1875,-13.84
14174.375,-13.86
14186.5625,-13.94
14198.75,-13.97
14210.9375,-14.03
14223.125,-14.09
14235.3125,-14.09
14247.5,-14.06
14259.6875,-14.02
14271.875,-14.05
14284.0625,-14.05
14296.25,-14.03
14308.4375,-13.98
14320.625,-13.94
14332.8125,-13.89
14345,-13.91
14357.1875,-13.91
14369.375,-13.95
14381.5625,-13.94
14393.75,-13.89
14405.9375,-13.89
14418.125,-13.95
14430.3125,-14
14442.5,-14
14454.6875,-13.92
14466.875,-13.93
14479.0625,-13.95
14491.25,-13.9
14503.4375,-13.92
14515.625,-13.91
14527.8125,-13.9
14540,-13.9
14552.1875,-13.94
14564.375,-13.97
14576.5625,-14.01
14588.75,-14.02
14600.9375,-14.1
14613.125,-14.15
14625.3125,-14.28
14637.5,-14.31
14649.6875,-14.28
14661.875,-14.34
14674.0625,-14.36
14686.25,-14.4
14698.4375,-14.44
14710.625,-14.43
14722.8125,-14.37
14735,-14.33
14747.1875,-14.24
14759.375,-14.2
14771.5625,-14.19
14783.75,-14.18
14795.9375,-14.15
14808.125,-14.13
14820.3125,-14.15
14832.5,-14.21
14844.6875,-14.27
14856.875,-14.29
14869.0625,-14.35
14881.25,-14.48
14893.4375,-14.56
14905.625,-14.68
14917.8125,-14.74
14930,-14.71
14942.1875,-14.67
14954.375,-14.63
14966.5625,-14.67
14978.75,-14.67
14990.9375,-14.61
15003.125,-14.56
15015.3125,-14.45
15027.5,-14.33
15039.6875,-14.24
15051.875,-14.2
